productid,ean,colorid,size,description,originalprice,reducedprice,taxrate,discountinpercent,currentlyactive,created,updated
581,14678300,38,13,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,92556464,38,14,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,55027931,38,15,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,61338956,9,11,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,37240704,9,12,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,82684511,9,13,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,1800623,9,14,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,85849272,9,15,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,99587949,61,11,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,73609334,61,12,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,47723872,61,13,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,78537619,61,14,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,27980629,61,15,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,1495900,43,11,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,50822121,43,12,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,32050889,43,13,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,67942294,43,14,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,94089718,43,15,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,93540762,58,11,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,36613657,58,12,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,28577106,58,13,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,13106685,58,14,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
581,88205020,58,15,The stylish Espadrilles Heifiis just what you need right now!,71.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,60201378,109,11,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,48459105,109,12,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,3475309,109,13,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,86365913,109,14,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,54225974,109,15,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,3243656,124,11,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,52455882,124,12,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,85020864,124,13,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,7760548,124,14,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,57294588,124,15,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,16040716,135,11,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,30698476,135,12,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,88242397,135,13,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,78567795,135,14,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
582,50632355,135,15,The stylish Pants Eddilis just what you need right now!,144.00,,19,,t,2018-08-02 10:49:10.991437+00,
583,43252126,81,1,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,82612053,81,2,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,21287321,81,3,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,39255278,81,4,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,83213272,81,5,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,15685591,26,1,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,74735135,26,2,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,5221959,26,3,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,63644185,26,4,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,10647275,26,5,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,89836257,19,1,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,94339365,19,2,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,94426205,19,3,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,76112105,19,4,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,87991021,19,5,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,72243402,46,1,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,12789587,46,2,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,83634843,46,3,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,85827636,46,4,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,5065336,46,5,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,97051549,124,1,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,17078716,124,2,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,28417922,124,3,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,85254375,124,4,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,9227791,124,5,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,22363688,75,1,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,88208829,75,2,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,22478205,75,3,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,73505932,75,4,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
583,95609814,75,5,The stylish Booties Madameis just what you need right now!,70.00,67.20,19,4,t,2018-08-02 10:49:10.991437+00,
584,70769875,144,1,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,35358436,144,2,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,19599991,144,3,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,74248253,144,4,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,19445051,144,5,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,33680556,28,1,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,57436052,28,2,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,5852596,28,3,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,79935574,28,4,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,78889521,28,5,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,29849755,98,1,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,45241554,98,2,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,37528335,98,3,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,37363112,98,4,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
584,72607839,98,5,The stylish Skirt Madameis just what you need right now!,136.00,92.48,19,32,t,2018-08-02 10:49:10.991437+00,
585,92157337,102,6,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,7146578,102,7,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,1284272,102,8,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,18972938,102,9,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,8469128,102,10,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,68113733,63,6,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,86135001,63,7,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,94557681,63,8,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,83771358,63,9,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,27641281,63,10,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,12530130,62,6,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,53613830,62,7,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,38304415,62,8,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,34510302,62,9,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,20973930,62,10,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,48279621,91,6,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,91548916,91,7,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,1233424,91,8,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,99812962,91,9,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
585,6369300,91,10,The stylish Backpack Turais just what you need right now!,53.00,45.58,19,14,t,2018-08-02 10:49:10.991437+00,
586,50256346,88,1,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,98342350,88,2,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,75361249,88,3,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,89178385,88,4,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,42837689,88,5,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,56671333,97,1,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,44843565,97,2,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,6188084,97,3,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,73572150,97,4,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,50363715,97,5,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,68710703,133,1,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,43369170,133,2,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,94502049,133,3,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,47219800,133,4,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,75980641,133,5,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,12194348,138,1,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,48241258,138,2,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,84302167,138,3,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,53735868,138,4,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
586,26132679,138,5,The stylish Tops Laidyis just what you need right now!,109.00,,19,,t,2018-08-02 10:49:10.991437+00,
587,70089536,16,6,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,56276371,16,7,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,52197489,16,8,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,2164626,16,9,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,10871167,16,10,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,25158903,114,6,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,55030822,114,7,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,82894348,114,8,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,21507620,114,9,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,19698370,114,10,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,77234400,54,6,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,52704753,54,7,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,86807378,54,8,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,7672520,54,9,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,99112796,54,10,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,31093871,76,6,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,97238471,76,7,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,13411417,76,8,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,7065655,76,9,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,77939758,76,10,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,33300906,28,6,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,13874232,28,7,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,13382100,28,8,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,29408052,28,9,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,91753007,28,10,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,17063514,142,6,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,60122970,142,7,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,28555442,142,8,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,5036898,142,9,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
587,48772167,142,10,The stylish Suit Flavkois just what you need right now!,90.00,54.00,19,40,t,2018-08-02 10:49:10.991437+00,
588,67298613,61,11,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,59092238,61,12,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,54896481,61,13,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,3231066,61,14,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,1367947,61,15,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,99287387,66,11,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,43713329,66,12,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,57064087,66,13,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,89721243,66,14,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,70271154,66,15,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,3710168,109,11,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,92782195,109,12,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,16009600,109,13,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,15039682,109,14,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,84255193,109,15,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,77139470,32,11,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,50496961,32,12,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,48646933,32,13,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,18967795,32,14,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
588,79328608,32,15,The stylish Carry-On Nadyis just what you need right now!,74.00,48.10,19,35,t,2018-08-02 10:49:10.991437+00,
589,86112197,17,1,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
589,59040463,17,2,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
589,93753833,17,3,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
589,17951233,17,4,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
589,19254737,17,5,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
589,51865092,141,1,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
589,23480725,141,2,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
589,328780,141,3,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
589,30587685,141,4,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
589,23383888,141,5,The stylish Tie Clip Elfyis just what you need right now!,90.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,14726417,102,11,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,3610310,102,12,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,61102047,102,13,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,1004371,102,14,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,57582196,102,15,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,22542849,116,11,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,42897808,116,12,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,51790945,116,13,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,17096904,116,14,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,90932350,116,15,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,90947006,98,11,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,93634502,98,12,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,23042572,98,13,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,44316326,98,14,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,80809069,98,15,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,49477361,140,11,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,32088123,140,12,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,27231464,140,13,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,2365582,140,14,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,1263661,140,15,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,37383923,64,11,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,22370831,64,12,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,15080324,64,13,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,42061152,64,14,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
590,61252596,64,15,The stylish Bracelet Gorreis just what you need right now!,81.00,,19,,t,2018-08-02 10:49:10.991437+00,
591,10341624,51,1,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,61579324,51,2,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,81117379,51,3,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,81728145,51,4,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,61794459,51,5,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,82932855,128,1,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,81109397,128,2,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,2026127,128,3,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,3828680,128,4,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,36184814,128,5,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,98384931,83,1,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,9757109,83,2,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,46554377,83,3,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,99448428,83,4,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,80353401,83,5,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
591,95770131,7,1,The stylish Garments Bag Donneris just what you need right now!,105.00,63.00,19,40,t,2018-08-02 10:49:10.991437+00,
