id,orderid,articleid,amount,price,created,updated
3130,1037,12514,1,94.50,2018-08-02 13:30:40.686986+00,
3131,1037,6545,1,43.92,2018-08-02 13:30:40.686986+00,
3132,1038,16364,1,119.97,2018-08-02 13:30:40.686986+00,
3133,1038,16370,1,119.97,2018-08-02 13:30:40.686986+00,
3134,1038,11152,1,117.00,2018-08-02 13:30:40.686986+00,
3135,1038,2279,1,99.00,2018-08-02 13:30:40.686986+00,
3136,1039,3655,1,36.60,2018-08-02 13:30:40.686986+00,
3137,1040,12628,1,89.00,2018-08-02 13:30:40.686986+00,
3138,1040,14371,1,44.25,2018-08-02 13:30:40.686986+00,
3139,1041,17904,1,83.70,2018-08-02 13:30:40.686986+00,
3140,1041,932,1,102.40,2018-08-02 13:30:40.686986+00,
3141,1041,9211,1,34.20,2018-08-02 13:30:40.686986+00,
3142,1042,7232,1,38.76,2018-08-02 13:30:40.686986+00,
3143,1042,3324,1,68.00,2018-08-02 13:30:40.686986+00,
3144,1042,17366,1,59.00,2018-08-02 13:30:40.686986+00,
3145,1042,13695,1,115.37,2018-08-02 13:30:40.686986+00,
3146,1043,7325,1,51.00,2018-08-02 13:30:40.686986+00,
3147,1043,9397,1,114.81,2018-08-02 13:30:40.686986+00,
3148,1043,18435,1,68.00,2018-08-02 13:30:40.686986+00,
3149,1043,1411,1,94.25,2018-08-02 13:30:40.686986+00,
3150,1044,4558,1,89.40,2018-08-02 13:30:40.686986+00,
3151,1044,5529,1,147.00,2018-08-02 13:30:40.686986+00,
3152,1044,8651,1,121.00,2018-08-02 13:30:40.686986+00,
3153,1044,16754,1,82.00,2018-08-02 13:30:40.686986+00,
3154,1045,12786,1,73.20,2018-08-02 13:30:40.686986+00,
3155,1045,12944,1,87.00,2018-08-02 13:30:40.686986+00,
3156,1045,6469,1,82.20,2018-08-02 13:30:40.686986+00,
3157,1046,16838,1,45.60,2018-08-02 13:30:40.686986+00,
3158,1047,7455,1,96.00,2018-08-02 13:30:40.686986+00,
3159,1047,3682,1,121.00,2018-08-02 13:30:40.686986+00,
3160,1048,14777,1,149.00,2018-08-02 13:30:40.686986+00,
3161,1048,16067,1,56.00,2018-08-02 13:30:40.686986+00,
3162,1049,13328,1,99.00,2018-08-02 13:30:40.686986+00,
3163,1049,7530,1,88.00,2018-08-02 13:30:40.686986+00,
3164,1050,15857,1,60.45,2018-08-02 13:30:40.686986+00,
3165,1050,15313,1,63.00,2018-08-02 13:30:40.686986+00,
3166,1050,12410,1,76.00,2018-08-02 13:30:40.686986+00,
3167,1050,12786,1,73.20,2018-08-02 13:30:40.686986+00,
3168,1051,9820,1,132.05,2018-08-02 13:30:40.686986+00,
3169,1052,6396,1,53.82,2018-08-02 13:30:40.686986+00,
3170,1052,13232,1,63.00,2018-08-02 13:30:40.686986+00,
3171,1052,6449,1,82.20,2018-08-02 13:30:40.686986+00,
3172,1052,3290,1,115.00,2018-08-02 13:30:40.686986+00,
3173,1053,9563,1,68.00,2018-08-02 13:30:40.686986+00,
3174,1053,15094,1,145.00,2018-08-02 13:30:40.686986+00,
3175,1053,7511,1,135.00,2018-08-02 13:30:40.686986+00,
3176,1053,1792,1,113.05,2018-08-02 13:30:40.686986+00,
3177,1054,3281,1,115.00,2018-08-02 13:30:40.686986+00,
3178,1054,9056,1,89.10,2018-08-02 13:30:40.686986+00,
3179,1054,17533,1,104.00,2018-08-02 13:30:40.686986+00,
3180,1054,16438,1,88.00,2018-08-02 13:30:40.686986+00,
3181,1055,11969,1,137.00,2018-08-02 13:30:40.686986+00,
3182,1055,17722,1,122.00,2018-08-02 13:30:40.686986+00,
3183,1055,2483,1,59.00,2018-08-02 13:30:40.686986+00,
3184,1056,8641,1,68.00,2018-08-02 13:30:40.686986+00,
3185,1056,6358,1,107.21,2018-08-02 13:30:40.686986+00,
3186,1056,9828,1,92.22,2018-08-02 13:30:40.686986+00,
3187,1056,5977,1,147.00,2018-08-02 13:30:40.686986+00,
3188,1057,5131,1,115.00,2018-08-02 13:30:40.686986+00,
3189,1057,3948,1,84.00,2018-08-02 13:30:40.686986+00,
3190,1058,6438,1,83.30,2018-08-02 13:30:40.686986+00,
3191,1058,7591,1,112.34,2018-08-02 13:30:40.686986+00,
3192,1058,3000,1,70.80,2018-08-02 13:30:40.686986+00,
3193,1058,3289,1,115.00,2018-08-02 13:30:40.686986+00,
3194,1058,4896,1,56.80,2018-08-02 13:30:40.686986+00,
3195,1059,7726,1,56.00,2018-08-02 13:30:40.686986+00,
3196,1059,15757,1,80.00,2018-08-02 13:30:40.686986+00,
3197,1059,10032,1,103.68,2018-08-02 13:30:40.686986+00,
3198,1059,8059,1,69.00,2018-08-02 13:30:40.686986+00,
3199,1060,9605,1,99.00,2018-08-02 13:30:40.686986+00,
3200,1060,6057,1,60.00,2018-08-02 13:30:40.686986+00,
3201,1060,11005,1,75.00,2018-08-02 13:30:40.686986+00,
3202,1061,15155,1,87.74,2018-08-02 13:30:40.686986+00,
3203,1061,1701,1,52.65,2018-08-02 13:30:40.686986+00,
3204,1061,15055,1,138.00,2018-08-02 13:30:40.686986+00,
3205,1062,16789,1,99.12,2018-08-02 13:30:40.686986+00,
3206,1062,6629,1,83.00,2018-08-02 13:30:40.686986+00,
3207,1063,7401,1,92.70,2018-08-02 13:30:40.686986+00,
3208,1064,4209,1,139.00,2018-08-02 13:30:40.686986+00,
3209,1065,12116,1,76.00,2018-08-02 13:30:40.686986+00,
3210,1065,7252,1,110.40,2018-08-02 13:30:40.686986+00,
3211,1066,18332,1,145.00,2018-08-02 13:30:40.686986+00,
3212,1066,1807,1,113.00,2018-08-02 13:30:40.686986+00,
3213,1066,4604,1,65.96,2018-08-02 13:30:40.686986+00,
3214,1066,7479,1,103.00,2018-08-02 13:30:40.686986+00,
3215,1066,6969,1,111.00,2018-08-02 13:30:40.686986+00,
3216,1067,18503,1,99.00,2018-08-02 13:30:40.686986+00,
3217,1067,4623,1,46.92,2018-08-02 13:30:40.686986+00,
3218,1067,12978,1,63.00,2018-08-02 13:30:40.686986+00,
3219,1067,16600,1,79.54,2018-08-02 13:30:40.686986+00,
3220,1068,3912,1,73.00,2018-08-02 13:30:40.686986+00,
3221,1068,4007,1,136.00,2018-08-02 13:30:40.686986+00,
3222,1068,15557,1,63.24,2018-08-02 13:30:40.686986+00,
3223,1069,1365,1,65.28,2018-08-02 13:30:40.686986+00,
3224,1069,8877,1,56.00,2018-08-02 13:30:40.686986+00,
3225,1069,5069,1,119.00,2018-08-02 13:30:40.686986+00,
3226,1069,12231,1,44.25,2018-08-02 13:30:40.686986+00,
3227,1069,10671,1,43.20,2018-08-02 13:30:40.686986+00,
3228,1070,8920,1,65.00,2018-08-02 13:30:40.686986+00,
3229,1071,3973,1,124.00,2018-08-02 13:30:40.686986+00,
3230,1072,6193,1,132.00,2018-08-02 13:30:40.686986+00,
3231,1072,5692,1,109.00,2018-08-02 13:30:40.686986+00,
3232,1072,1642,1,92.00,2018-08-02 13:30:40.686986+00,
3233,1072,11767,1,55.00,2018-08-02 13:30:40.686986+00,
3234,1073,2206,1,117.60,2018-08-02 13:30:40.686986+00,
3235,1073,9403,1,80.00,2018-08-02 13:30:40.686986+00,
3236,1073,16843,1,45.60,2018-08-02 13:30:40.686986+00,
3237,1074,5186,1,104.40,2018-08-02 13:30:40.686986+00,
3238,1074,2291,1,49.60,2018-08-02 13:30:40.686986+00,
3239,1075,3472,1,133.00,2018-08-02 13:30:40.686986+00,
3240,1075,6883,1,130.00,2018-08-02 13:30:40.686986+00,
3241,1075,8058,1,69.00,2018-08-02 13:30:40.686986+00,
3242,1075,5017,1,47.52,2018-08-02 13:30:40.686986+00,
3243,1075,14810,1,55.00,2018-08-02 13:30:40.686986+00,
3244,1076,9594,1,99.00,2018-08-02 13:30:40.686986+00,
3245,1076,9603,1,99.00,2018-08-02 13:30:40.686986+00,
3246,1076,9158,1,71.28,2018-08-02 13:30:40.686986+00,
3247,1077,18041,1,62.40,2018-08-02 13:30:40.686986+00,
3248,1077,2128,1,72.09,2018-08-02 13:30:40.686986+00,
3249,1078,17877,1,117.00,2018-08-02 13:30:40.686986+00,
3250,1078,2828,1,62.00,2018-08-02 13:30:40.686986+00,
3251,1079,6870,1,105.08,2018-08-02 13:30:40.686986+00,
3252,1080,18174,1,86.00,2018-08-02 13:30:40.686986+00,
3253,1080,14780,1,149.00,2018-08-02 13:30:40.686986+00,
3254,1080,3179,1,85.80,2018-08-02 13:30:40.686986+00,
3255,1080,5006,1,47.52,2018-08-02 13:30:40.686986+00,
3256,1081,8834,1,97.90,2018-08-02 13:30:40.686986+00,
3257,1082,18158,1,86.00,2018-08-02 13:30:40.686986+00,
3258,1082,15767,1,137.00,2018-08-02 13:30:40.686986+00,
3259,1083,14470,1,143.00,2018-08-02 13:30:40.686986+00,
3260,1083,10589,1,89.00,2018-08-02 13:30:40.686986+00,
3261,1083,4333,1,65.40,2018-08-02 13:30:40.686986+00,
3262,1083,17068,1,59.94,2018-08-02 13:30:40.686986+00,
3263,1084,7994,1,73.92,2018-08-02 13:30:40.686986+00,
3264,1084,18226,1,118.80,2018-08-02 13:30:40.686986+00,
3265,1084,15682,1,75.00,2018-08-02 13:30:40.686986+00,
3266,1085,2481,1,89.64,2018-08-02 13:30:40.686986+00,
3267,1085,14186,1,125.00,2018-08-02 13:30:40.686986+00,
3268,1085,8838,1,97.90,2018-08-02 13:30:40.686986+00,
3269,1086,3272,1,141.00,2018-08-02 13:30:40.686986+00,
3270,1086,15770,1,137.00,2018-08-02 13:30:40.686986+00,
3271,1086,12915,1,123.82,2018-08-02 13:30:40.686986+00,
3272,1086,9560,1,98.40,2018-08-02 13:30:40.686986+00,
3273,1086,5616,1,105.00,2018-08-02 13:30:40.686986+00,
3274,1087,11838,1,142.00,2018-08-02 13:30:40.686986+00,
3275,1087,953,1,53.12,2018-08-02 13:30:40.686986+00,
3276,1088,4038,1,146.00,2018-08-02 13:30:40.686986+00,
3277,1088,1915,1,103.66,2018-08-02 13:30:40.686986+00,
3278,1088,5525,1,147.00,2018-08-02 13:30:40.686986+00,
3279,1088,10738,1,33.00,2018-08-02 13:30:40.686986+00,
3280,1089,5273,1,60.52,2018-08-02 13:30:40.686986+00,
3281,1089,825,1,143.00,2018-08-02 13:30:40.686986+00,
3282,1089,14301,1,64.00,2018-08-02 13:30:40.686986+00,
3283,1090,3357,1,57.00,2018-08-02 13:30:40.686986+00,
3284,1090,4138,1,57.42,2018-08-02 13:30:40.686986+00,
3285,1090,12149,1,140.06,2018-08-02 13:30:40.686986+00,
3286,1090,13654,1,122.00,2018-08-02 13:30:40.686986+00,
3287,1090,9424,1,80.00,2018-08-02 13:30:40.686986+00,
3288,1091,2887,1,35.51,2018-08-02 13:30:40.686986+00,
3289,1091,9395,1,114.81,2018-08-02 13:30:40.686986+00,
3290,1091,6959,1,44.20,2018-08-02 13:30:40.686986+00,
3291,1091,2855,1,77.19,2018-08-02 13:30:40.686986+00,
3292,1092,6375,1,53.82,2018-08-02 13:30:40.686986+00,
3293,1092,5960,1,63.00,2018-08-02 13:30:40.686986+00,
3294,1092,12591,1,77.42,2018-08-02 13:30:40.686986+00,
3295,1092,4723,1,84.00,2018-08-02 13:30:40.686986+00,
3296,1093,4228,1,86.24,2018-08-02 13:30:40.686986+00,
3297,1093,14385,1,63.00,2018-08-02 13:30:40.686986+00,
3298,1093,2348,1,148.00,2018-08-02 13:30:40.686986+00,
3299,1094,5608,1,105.00,2018-08-02 13:30:40.686986+00,
3300,1094,10155,1,67.20,2018-08-02 13:30:40.686986+00,
3301,1094,5759,1,107.00,2018-08-02 13:30:40.686986+00,
3302,1095,1659,1,92.00,2018-08-02 13:30:40.686986+00,
3303,1095,14103,1,96.00,2018-08-02 13:30:40.686986+00,
3304,1096,3015,1,146.00,2018-08-02 13:30:40.686986+00,
3305,1097,3172,1,85.80,2018-08-02 13:30:40.686986+00,
3306,1097,16602,1,79.54,2018-08-02 13:30:40.686986+00,
3307,1098,18177,1,86.00,2018-08-02 13:30:40.686986+00,
3308,1098,12729,1,93.09,2018-08-02 13:30:40.686986+00,
3309,1098,2232,1,117.60,2018-08-02 13:30:40.686986+00,
3310,1098,5160,1,54.00,2018-08-02 13:30:40.686986+00,
3311,1099,9724,1,53.00,2018-08-02 13:30:40.686986+00,
3312,1099,16998,1,78.00,2018-08-02 13:30:40.686986+00,
3313,1100,12775,1,66.00,2018-08-02 13:30:40.686986+00,
3314,1100,10530,1,42.84,2018-08-02 13:30:40.686986+00,
3315,1100,17722,1,122.00,2018-08-02 13:30:40.686986+00,
3316,1101,5070,1,119.00,2018-08-02 13:30:40.686986+00,
3317,1102,17134,1,36.04,2018-08-02 13:30:40.686986+00,
3318,1102,15422,1,111.60,2018-08-02 13:30:40.686986+00,
3319,1102,1675,1,66.50,2018-08-02 13:30:40.686986+00,
3320,1103,2576,1,116.10,2018-08-02 13:30:40.686986+00,
3321,1104,8942,1,147.00,2018-08-02 13:30:40.686986+00,
3322,1104,10189,1,92.48,2018-08-02 13:30:40.686986+00,
3323,1105,12206,1,44.40,2018-08-02 13:30:40.686986+00,
3324,1106,5102,1,70.31,2018-08-02 13:30:40.686986+00,
3325,1106,10252,1,54.00,2018-08-02 13:30:40.686986+00,
3326,1107,15338,1,56.00,2018-08-02 13:30:40.686986+00,
3327,1107,12776,1,66.00,2018-08-02 13:30:40.686986+00,
3328,1108,11704,1,60.00,2018-08-02 13:30:40.686986+00,
3329,1108,1953,1,53.00,2018-08-02 13:30:40.686986+00,
3330,1108,4015,1,41.44,2018-08-02 13:30:40.686986+00,
3331,1109,7702,1,87.00,2018-08-02 13:30:40.686986+00,
3332,1109,10227,1,109.00,2018-08-02 13:30:40.686986+00,
3333,1109,8933,1,147.00,2018-08-02 13:30:40.686986+00,
3334,1109,10336,1,63.00,2018-08-02 13:30:40.686986+00,
3335,1110,12928,1,87.00,2018-08-02 13:30:40.686986+00,
3336,1110,17885,1,46.80,2018-08-02 13:30:40.686986+00,
3337,1110,14546,1,76.86,2018-08-02 13:30:40.686986+00,
3338,1110,8205,1,122.00,2018-08-02 13:30:40.686986+00,
3339,1110,13335,1,99.00,2018-08-02 13:30:40.686986+00,
3340,1111,6697,1,46.08,2018-08-02 13:30:40.686986+00,
3341,1111,3310,1,36.00,2018-08-02 13:30:40.686986+00,
3342,1112,5730,1,133.00,2018-08-02 13:30:40.686986+00,
3343,1112,17122,1,116.22,2018-08-02 13:30:40.686986+00,
3344,1112,14098,1,96.00,2018-08-02 13:30:40.686986+00,
3345,1113,10382,1,42.60,2018-08-02 13:30:40.686986+00,
3346,1113,9322,1,83.16,2018-08-02 13:30:40.686986+00,
3347,1113,16575,1,124.67,2018-08-02 13:30:40.686986+00,
3348,1113,17371,1,59.00,2018-08-02 13:30:40.686986+00,
3349,1114,9071,1,50.70,2018-08-02 13:30:40.686986+00,
3350,1114,6511,1,97.00,2018-08-02 13:30:40.686986+00,
3351,1114,15136,1,102.60,2018-08-02 13:30:40.686986+00,
3352,1114,4862,1,35.40,2018-08-02 13:30:40.686986+00,
3353,1115,6686,1,46.08,2018-08-02 13:30:40.686986+00,
3354,1116,17635,1,52.20,2018-08-02 13:30:40.686986+00,
3355,1116,6552,1,43.92,2018-08-02 13:30:40.686986+00,
3356,1116,9802,1,132.05,2018-08-02 13:30:40.686986+00,
3357,1116,3595,1,127.80,2018-08-02 13:30:40.686986+00,
3358,1117,18376,1,64.00,2018-08-02 13:30:40.686986+00,
3359,1117,17610,1,143.00,2018-08-02 13:30:40.686986+00,
3360,1118,15901,1,72.00,2018-08-02 13:30:40.686986+00,
3361,1118,15438,1,111.60,2018-08-02 13:30:40.686986+00,
3362,1118,3851,1,135.00,2018-08-02 13:30:40.686986+00,
3363,1118,14143,1,71.20,2018-08-02 13:30:40.686986+00,
3364,1118,6199,1,132.00,2018-08-02 13:30:40.686986+00,
3365,1119,10246,1,54.00,2018-08-02 13:30:40.686986+00,
3366,1119,3313,1,68.00,2018-08-02 13:30:40.686986+00,
3367,1119,18135,1,147.00,2018-08-02 13:30:40.686986+00,
3368,1120,12226,1,34.20,2018-08-02 13:30:40.686986+00,
3369,1120,1184,1,41.40,2018-08-02 13:30:40.686986+00,
3370,1120,13634,1,129.00,2018-08-02 13:30:40.686986+00,
3371,1120,1639,1,92.00,2018-08-02 13:30:40.686986+00,
3372,1121,3979,1,124.00,2018-08-02 13:30:40.686986+00,
3373,1121,1444,1,116.00,2018-08-02 13:30:40.686986+00,
3374,1122,6742,1,130.00,2018-08-02 13:30:40.686986+00,
3375,1122,17563,1,115.00,2018-08-02 13:30:40.686986+00,
3376,1122,12046,1,56.05,2018-08-02 13:30:40.686986+00,
3377,1122,3674,1,121.00,2018-08-02 13:30:40.686986+00,
3378,1123,17931,1,56.09,2018-08-02 13:30:40.686986+00,
3379,1124,13649,1,122.00,2018-08-02 13:30:40.686986+00,
3380,1124,1425,1,70.07,2018-08-02 13:30:40.686986+00,
3381,1124,2372,1,148.00,2018-08-02 13:30:40.686986+00,
3382,1124,12856,1,128.00,2018-08-02 13:30:40.686986+00,
3383,1124,5014,1,47.52,2018-08-02 13:30:40.686986+00,
3384,1125,3278,1,115.00,2018-08-02 13:30:40.686986+00,
3385,1125,12380,1,71.40,2018-08-02 13:30:40.686986+00,
3386,1125,8024,1,139.00,2018-08-02 13:30:40.686986+00,
3387,1125,1051,1,129.00,2018-08-02 13:30:40.686986+00,
3388,1126,5229,1,84.00,2018-08-02 13:30:40.686986+00,
3389,1126,11726,1,60.00,2018-08-02 13:30:40.686986+00,
3390,1126,9612,1,99.00,2018-08-02 13:30:40.686986+00,
3391,1126,4351,1,85.32,2018-08-02 13:30:40.686986+00,
3392,1127,17371,1,59.00,2018-08-02 13:30:40.686986+00,
3393,1127,18369,1,64.00,2018-08-02 13:30:40.686986+00,
3394,1127,14643,1,87.78,2018-08-02 13:30:40.686986+00,
3395,1127,12240,1,72.00,2018-08-02 13:30:40.686986+00,
3396,1128,2069,1,125.00,2018-08-02 13:30:40.686986+00,
3397,1128,956,1,53.12,2018-08-02 13:30:40.686986+00,
3398,1128,8031,1,139.00,2018-08-02 13:30:40.686986+00,
3399,1128,4057,1,62.00,2018-08-02 13:30:40.686986+00,
3400,1129,7207,1,72.45,2018-08-02 13:30:40.686986+00,
3401,1129,13017,1,86.70,2018-08-02 13:30:40.686986+00,
3402,1129,8496,1,116.62,2018-08-02 13:30:40.686986+00,
3403,1130,11601,1,55.20,2018-08-02 13:30:40.686986+00,
3404,1130,2071,1,125.00,2018-08-02 13:30:40.686986+00,
3405,1130,8672,1,121.00,2018-08-02 13:30:40.686986+00,
3406,1131,7727,1,56.00,2018-08-02 13:30:40.686986+00,
3407,1131,11978,1,83.60,2018-08-02 13:30:40.686986+00,
3408,1131,3830,1,144.00,2018-08-02 13:30:40.686986+00,
3409,1132,11036,1,112.00,2018-08-02 13:30:40.686986+00,
3410,1132,12908,1,123.82,2018-08-02 13:30:40.686986+00,
3411,1132,13670,1,55.08,2018-08-02 13:30:40.686986+00,
3412,1132,10175,1,67.20,2018-08-02 13:30:40.686986+00,
3413,1133,13615,1,80.85,2018-08-02 13:30:40.686986+00,
3414,1134,5770,1,143.00,2018-08-02 13:30:40.686986+00,
3415,1134,7795,1,84.00,2018-08-02 13:30:40.686986+00,
3416,1134,12838,1,128.00,2018-08-02 13:30:40.686986+00,
3417,1135,8155,1,73.92,2018-08-02 13:30:40.686986+00,
3418,1135,3774,1,122.00,2018-08-02 13:30:40.686986+00,
3419,1136,9734,1,133.00,2018-08-02 13:30:40.686986+00,
3420,1136,7852,1,55.38,2018-08-02 13:30:40.686986+00,
3421,1136,17209,1,140.00,2018-08-02 13:30:40.686986+00,
3422,1136,8144,1,73.92,2018-08-02 13:30:40.686986+00,
3423,1137,7724,1,56.00,2018-08-02 13:30:40.686986+00,
3424,1138,8776,1,34.20,2018-08-02 13:30:40.686986+00,
3425,1138,10889,1,88.00,2018-08-02 13:30:40.686986+00,
3426,1138,11855,1,142.00,2018-08-02 13:30:40.686986+00,
3427,1138,1495,1,44.46,2018-08-02 13:30:40.686986+00,
3428,1139,13300,1,96.60,2018-08-02 13:30:40.686986+00,
3429,1139,16151,1,89.00,2018-08-02 13:30:40.686986+00,
3430,1139,14371,1,44.25,2018-08-02 13:30:40.686986+00,
3431,1140,3087,1,142.00,2018-08-02 13:30:40.686986+00,
3432,1140,1392,1,119.00,2018-08-02 13:30:40.686986+00,
3433,1141,3511,1,83.40,2018-08-02 13:30:40.686986+00,
3434,1141,4301,1,141.00,2018-08-02 13:30:40.686986+00,
3435,1141,12182,1,114.00,2018-08-02 13:30:40.686986+00,
3436,1142,11807,1,91.00,2018-08-02 13:30:40.686986+00,
3437,1142,17782,1,111.00,2018-08-02 13:30:40.686986+00,
3438,1142,1218,1,96.72,2018-08-02 13:30:40.686986+00,
3439,1143,4253,1,46.28,2018-08-02 13:30:40.686986+00,
3440,1143,3517,1,83.40,2018-08-02 13:30:40.686986+00,
3441,1143,17229,1,140.00,2018-08-02 13:30:40.686986+00,
3442,1143,11665,1,104.00,2018-08-02 13:30:40.686986+00,
3443,1143,14794,1,74.42,2018-08-02 13:30:40.686986+00,
3444,1144,8446,1,32.40,2018-08-02 13:30:40.686986+00,
3445,1144,3827,1,144.00,2018-08-02 13:30:40.686986+00,
3446,1144,2236,1,123.48,2018-08-02 13:30:40.686986+00,
3447,1144,17968,1,80.00,2018-08-02 13:30:40.686986+00,
3448,1144,11679,1,59.00,2018-08-02 13:30:40.686986+00,
3449,1145,13666,1,122.00,2018-08-02 13:30:40.686986+00,
3450,1145,4495,1,116.00,2018-08-02 13:30:40.686986+00,
3451,1145,10412,1,114.00,2018-08-02 13:30:40.686986+00,
3452,1146,18099,1,69.00,2018-08-02 13:30:40.686986+00,
3453,1147,10405,1,114.00,2018-08-02 13:30:40.686986+00,
3454,1147,14006,1,126.15,2018-08-02 13:30:40.686986+00,
3455,1148,10692,1,110.00,2018-08-02 13:30:40.686986+00,
3456,1148,17006,1,78.00,2018-08-02 13:30:40.686986+00,
3457,1149,15146,1,102.60,2018-08-02 13:30:40.686986+00,
3458,1150,7660,1,35.84,2018-08-02 13:30:40.686986+00,
3459,1150,932,1,102.40,2018-08-02 13:30:40.686986+00,
3460,1150,18378,1,51.30,2018-08-02 13:30:40.686986+00,
3461,1151,1898,1,56.00,2018-08-02 13:30:40.686986+00,
3462,1151,3254,1,141.00,2018-08-02 13:30:40.686986+00,
3463,1151,5773,1,143.00,2018-08-02 13:30:40.686986+00,
3464,1151,10967,1,131.00,2018-08-02 13:30:40.686986+00,
3465,1152,10380,1,42.60,2018-08-02 13:30:40.686986+00,
3466,1153,10983,1,131.00,2018-08-02 13:30:40.686986+00,
3467,1153,4161,1,84.00,2018-08-02 13:30:40.686986+00,
3468,1154,3310,1,36.00,2018-08-02 13:30:40.686986+00,
3469,1154,9619,1,123.00,2018-08-02 13:30:40.686986+00,
3470,1154,6821,1,101.00,2018-08-02 13:30:40.686986+00,
3471,1155,16250,1,123.00,2018-08-02 13:30:40.686986+00,
3472,1155,7370,1,52.92,2018-08-02 13:30:40.686986+00,
3473,1155,14960,1,64.74,2018-08-02 13:30:40.686986+00,
3474,1156,8752,1,108.57,2018-08-02 13:30:40.686986+00,
3475,1156,10652,1,126.00,2018-08-02 13:30:40.686986+00,
3476,1156,1238,1,131.00,2018-08-02 13:30:40.686986+00,
3477,1156,11850,1,142.00,2018-08-02 13:30:40.686986+00,
3478,1156,2556,1,127.00,2018-08-02 13:30:40.686986+00,
3479,1157,10173,1,67.20,2018-08-02 13:30:40.686986+00,
3480,1157,7169,1,132.30,2018-08-02 13:30:40.686986+00,
3481,1157,5846,1,115.08,2018-08-02 13:30:40.686986+00,
3482,1158,12100,1,53.32,2018-08-02 13:30:40.686986+00,
3483,1158,11455,1,89.00,2018-08-02 13:30:40.686986+00,
3484,1158,12101,1,53.32,2018-08-02 13:30:40.686986+00,
3485,1159,3051,1,62.00,2018-08-02 13:30:40.686986+00,
3486,1159,7729,1,126.00,2018-08-02 13:30:40.686986+00,
3487,1159,5691,1,109.00,2018-08-02 13:30:40.686986+00,
3488,1160,4784,1,148.00,2018-08-02 13:30:40.686986+00,
3489,1160,10757,1,33.00,2018-08-02 13:30:40.686986+00,
3490,1160,14192,1,125.00,2018-08-02 13:30:40.686986+00,
3491,1161,17608,1,143.00,2018-08-02 13:30:40.686986+00,
3492,1161,9399,1,114.81,2018-08-02 13:30:40.686986+00,
3493,1161,3911,1,73.00,2018-08-02 13:30:40.686986+00,
3494,1161,13714,1,53.12,2018-08-02 13:30:40.686986+00,
3495,1162,14830,1,57.00,2018-08-02 13:30:40.686986+00,
3496,1162,2371,1,148.00,2018-08-02 13:30:40.686986+00,
3497,1162,10166,1,67.20,2018-08-02 13:30:40.686986+00,
3498,1162,1700,1,52.65,2018-08-02 13:30:40.686986+00,
3499,1162,10978,1,131.00,2018-08-02 13:30:40.686986+00,
3500,1163,15511,1,97.58,2018-08-02 13:30:40.686986+00,
3501,1164,14798,1,74.42,2018-08-02 13:30:40.686986+00,
3502,1164,9235,1,71.40,2018-08-02 13:30:40.686986+00,
3503,1164,10551,1,94.80,2018-08-02 13:30:40.686986+00,
3504,1165,12434,1,36.60,2018-08-02 13:30:40.686986+00,
3505,1165,15556,1,63.24,2018-08-02 13:30:40.686986+00,
3506,1165,4362,1,118.00,2018-08-02 13:30:40.686986+00,
3507,1166,2853,1,77.19,2018-08-02 13:30:40.686986+00,
3508,1166,7258,1,110.40,2018-08-02 13:30:40.686986+00,
3509,1166,7853,1,55.38,2018-08-02 13:30:40.686986+00,
3510,1166,2346,1,73.00,2018-08-02 13:30:40.686986+00,
3511,1166,6422,1,107.52,2018-08-02 13:30:40.686986+00,
3512,1167,3669,1,121.00,2018-08-02 13:30:40.686986+00,
3513,1167,6081,1,33.60,2018-08-02 13:30:40.686986+00,
3514,1167,9168,1,71.28,2018-08-02 13:30:40.686986+00,
3515,1167,3080,1,107.00,2018-08-02 13:30:40.686986+00,
3516,1168,15027,1,41.08,2018-08-02 13:30:40.686986+00,
3517,1169,18492,1,99.00,2018-08-02 13:30:40.686986+00,
3518,1170,12701,1,57.60,2018-08-02 13:30:40.686986+00,
3519,1171,12504,1,94.50,2018-08-02 13:30:40.686986+00,
3520,1172,16173,1,38.94,2018-08-02 13:30:40.686986+00,
3521,1173,10097,1,106.00,2018-08-02 13:30:40.686986+00,
3522,1174,16804,1,73.20,2018-08-02 13:30:40.686986+00,
3523,1174,9923,1,114.55,2018-08-02 13:30:40.686986+00,
3524,1175,6361,1,107.21,2018-08-02 13:30:40.686986+00,
3525,1175,6557,1,43.92,2018-08-02 13:30:40.686986+00,
3526,1175,10856,1,108.30,2018-08-02 13:30:40.686986+00,
3527,1175,16898,1,67.00,2018-08-02 13:30:40.686986+00,
3528,1176,5692,1,109.00,2018-08-02 13:30:40.686986+00,
3529,1176,16846,1,45.60,2018-08-02 13:30:40.686986+00,
3530,1176,13517,1,148.00,2018-08-02 13:30:40.686986+00,
3531,1176,7731,1,126.00,2018-08-02 13:30:40.686986+00,
3532,1176,15098,1,145.00,2018-08-02 13:30:40.686986+00,
3533,1177,15668,1,65.00,2018-08-02 13:30:40.686986+00,
3534,1178,18291,1,48.80,2018-08-02 13:30:40.686986+00,
3535,1178,6648,1,84.28,2018-08-02 13:30:40.686986+00,
3536,1179,13645,1,122.00,2018-08-02 13:30:40.686986+00,
3537,1179,7660,1,35.84,2018-08-02 13:30:40.686986+00,
3538,1179,15511,1,97.58,2018-08-02 13:30:40.686986+00,
3539,1179,8089,1,115.00,2018-08-02 13:30:40.686986+00,
3540,1179,2930,1,101.70,2018-08-02 13:30:40.686986+00,
