id,customerid,ordertimestamp,shippingaddressid,total,shippingcost,created,updated
559,345,2018-03-22 22:06:18.194186+00,345,302.6,3.9,2018-08-02 13:30:40.686986+00,
560,635,2018-06-10 11:53:17.800586+00,635,365.41,3.9,2018-08-02 13:30:40.686986+00,
561,979,2017-11-07 12:33:21.362186+00,979,185.18,3.9,2018-08-02 13:30:40.686986+00,
562,820,2018-02-11 05:52:58.965386+00,820,387.67,3.9,2018-08-02 13:30:40.686986+00,
563,373,2016-08-26 13:16:30.165386+00,373,54,3.9,2018-08-02 13:30:40.686986+00,
564,679,2016-08-06 01:14:47.608586+00,679,238.6,3.9,2018-08-02 13:30:40.686986+00,
565,118,2018-07-18 16:47:49.278986+00,1118,337.68,3.9,2018-08-02 13:30:40.686986+00,
566,502,2018-02-01 08:22:33.333386+00,502,429.53,3.9,2018-08-02 13:30:40.686986+00,
567,335,2017-01-25 18:12:09.294986+00,335,417.86,3.9,2018-08-02 13:30:40.686986+00,
568,206,2016-12-18 12:52:35.752586+00,206,291.93,3.9,2018-08-02 13:30:40.686986+00,
569,940,2017-12-23 07:10:40.850186+00,940,224.53,3.9,2018-08-02 13:30:40.686986+00,
570,797,2017-01-22 10:26:55.010186+00,797,220,3.9,2018-08-02 13:30:40.686986+00,
571,483,2018-02-11 23:15:52.523786+00,483,346.85,3.9,2018-08-02 13:30:40.686986+00,
572,696,2018-04-29 22:17:54.146186+00,696,392.2,3.9,2018-08-02 13:30:40.686986+00,
573,695,2018-07-19 17:01:35.954186+00,695,312.9,3.9,2018-08-02 13:30:40.686986+00,
574,189,2017-03-17 16:19:30.482186+00,189,276.41,3.9,2018-08-02 13:30:40.686986+00,
575,673,2018-04-02 22:17:12.155786+00,673,210.83,3.9,2018-08-02 13:30:40.686986+00,
576,134,2017-08-07 03:26:24.136586+00,134,359.9,3.9,2018-08-02 13:30:40.686986+00,
577,339,2017-08-06 08:46:49.950986+00,339,158.6,3.9,2018-08-02 13:30:40.686986+00,
578,1048,2016-11-16 17:45:28.648586+00,1048,44.46,3.9,2018-08-02 13:30:40.686986+00,
579,143,2016-12-14 14:03:40.974986+00,143,163.65,3.9,2018-08-02 13:30:40.686986+00,
580,668,2018-02-01 21:18:43.106186+00,668,171.1,3.9,2018-08-02 13:30:40.686986+00,
581,722,2018-05-10 09:35:55.586186+00,722,468.92,3.9,2018-08-02 13:30:40.686986+00,
582,535,2018-04-09 10:34:12.712586+00,535,472.23,3.9,2018-08-02 13:30:40.686986+00,
583,136,2017-09-19 14:28:19.278986+00,136,56.4,3.9,2018-08-02 13:30:40.686986+00,
584,1030,2016-12-20 23:24:48.808586+00,1030,298.44,3.9,2018-08-02 13:30:40.686986+00,
585,238,2017-03-06 13:28:07.499786+00,238,449.07,3.9,2018-08-02 13:30:40.686986+00,
586,359,2017-12-19 06:37:18.357386+00,359,86,3.9,2018-08-02 13:30:40.686986+00,
587,957,2016-09-02 16:34:30.165386+00,957,269.99,3.9,2018-08-02 13:30:40.686986+00,
588,138,2016-08-23 20:13:52.946186+00,138,75,3.9,2018-08-02 13:30:40.686986+00,
589,591,2018-05-18 03:08:20.507786+00,591,357.3,3.9,2018-08-02 13:30:40.686986+00,
590,618,2017-03-17 01:40:19.307786+00,618,234.01,3.9,2018-08-02 13:30:40.686986+00,
591,231,2017-04-16 02:26:22.898186+00,231,438,3.9,2018-08-02 13:30:40.686986+00,
592,409,2017-08-10 07:41:01.125386+00,409,153,3.9,2018-08-02 13:30:40.686986+00,
593,213,2017-06-02 07:29:31.912586+00,213,496.54,3.9,2018-08-02 13:30:40.686986+00,
594,135,2016-11-13 13:58:16.715786+00,135,55.38,3.9,2018-08-02 13:30:40.686986+00,
595,764,2016-08-21 00:55:50.152586+00,764,230.44,3.9,2018-08-02 13:30:40.686986+00,
596,245,2016-12-11 05:02:41.099786+00,245,225.88,3.9,2018-08-02 13:30:40.686986+00,
597,543,2018-03-24 22:53:57.688586+00,543,47.52,3.9,2018-08-02 13:30:40.686986+00,
598,910,2017-03-03 20:54:29.858186+00,910,328.74,3.9,2018-08-02 13:30:40.686986+00,
599,332,2017-12-18 02:27:10.072586+00,332,556.65,3.9,2018-08-02 13:30:40.686986+00,
600,138,2018-05-22 08:57:06.328586+00,138,347,3.9,2018-08-02 13:30:40.686986+00,
601,535,2018-01-07 15:09:44.488586+00,535,460.04,3.9,2018-08-02 13:30:40.686986+00,
602,225,2016-12-03 21:14:11.205386+00,225,352.12,3.9,2018-08-02 13:30:40.686986+00,
603,378,2017-03-17 23:57:01.576586+00,378,346.3,3.9,2018-08-02 13:30:40.686986+00,
604,684,2017-08-23 03:16:41.109386+00,684,161.88,3.9,2018-08-02 13:30:40.686986+00,
605,241,2017-09-04 01:42:52.754186+00,241,590.24,3.9,2018-08-02 13:30:40.686986+00,
606,690,2017-06-07 10:03:56.325386+00,690,492.08,3.9,2018-08-02 13:30:40.686986+00,
607,723,2016-10-26 11:40:46.984586+00,723,192.4,3.9,2018-08-02 13:30:40.686986+00,
608,997,2017-01-13 23:08:02.594186+00,997,117.4,3.9,2018-08-02 13:30:40.686986+00,
609,593,2017-04-07 01:50:04.062986+00,593,71,3.9,2018-08-02 13:30:40.686986+00,
610,453,2017-09-19 05:36:12.232586+00,453,497.79,3.9,2018-08-02 13:30:40.686986+00,
611,533,2018-01-19 17:33:49.672586+00,533,99,3.9,2018-08-02 13:30:40.686986+00,
612,843,2017-10-24 14:49:08.277386+00,843,427.59,3.9,2018-08-02 13:30:40.686986+00,
613,968,2017-04-20 14:40:52.427786+00,968,372.56,3.9,2018-08-02 13:30:40.686986+00,
614,634,2017-01-11 02:59:46.773386+00,634,218,3.9,2018-08-02 13:30:40.686986+00,
615,845,2018-07-16 15:08:47.118986+00,845,132.05,3.9,2018-08-02 13:30:40.686986+00,
616,478,2018-01-12 07:56:09.362186+00,478,308.68,3.9,2018-08-02 13:30:40.686986+00,
617,599,2017-12-28 17:35:51.928586+00,599,128.42,3.9,2018-08-02 13:30:40.686986+00,
618,706,2018-06-03 06:11:33.698186+00,706,412.34,3.9,2018-08-02 13:30:40.686986+00,
619,250,2018-06-09 11:45:49.730186+00,250,125.33,3.9,2018-08-02 13:30:40.686986+00,
620,219,2017-04-09 00:46:45.227786+00,219,192.68,3.9,2018-08-02 13:30:40.686986+00,
621,822,2016-10-30 04:18:54.280586+00,822,380.39,3.9,2018-08-02 13:30:40.686986+00,
622,847,2017-12-26 05:22:10.696586+00,847,327.68,3.9,2018-08-02 13:30:40.686986+00,
623,658,2017-05-31 08:00:41.522186+00,658,135.6,3.9,2018-08-02 13:30:40.686986+00,
624,608,2017-07-08 04:55:52.859786+00,608,495,3.9,2018-08-02 13:30:40.686986+00,
625,567,2018-05-09 18:15:40.542986+00,567,443.07,3.9,2018-08-02 13:30:40.686986+00,
626,459,2017-05-17 06:04:29.992586+00,459,254,3.9,2018-08-02 13:30:40.686986+00,
627,327,2017-03-20 15:59:07.058186+00,327,105,3.9,2018-08-02 13:30:40.686986+00,
628,472,2018-01-26 00:02:11.147786+00,472,346.28,3.9,2018-08-02 13:30:40.686986+00,
629,421,2018-07-30 10:47:23.618186+00,421,192.04,3.9,2018-08-02 13:30:40.686986+00,
630,532,2018-06-08 11:17:14.430986+00,532,189.03,3.9,2018-08-02 13:30:40.686986+00,
631,750,2017-02-23 04:51:18.971786+00,750,376.49,3.9,2018-08-02 13:30:40.686986+00,
632,565,2018-07-11 15:53:33.467786+00,565,405.82,3.9,2018-08-02 13:30:40.686986+00,
633,1072,2017-11-03 07:17:37.643786+00,1072,265.26,3.9,2018-08-02 13:30:40.686986+00,
634,730,2017-08-19 16:51:45.064586+00,730,174.39,3.9,2018-08-02 13:30:40.686986+00,
635,356,2017-08-07 23:40:39.554186+00,356,552.34,3.9,2018-08-02 13:30:40.686986+00,
636,931,2017-10-10 06:26:21.890186+00,931,48.84,3.9,2018-08-02 13:30:40.686986+00,
637,339,2016-12-03 23:53:54.174986+00,339,176,3.9,2018-08-02 13:30:40.686986+00,
638,832,2016-11-05 03:59:11.637386+00,832,78,3.9,2018-08-02 13:30:40.686986+00,
639,161,2017-03-19 19:35:16.389386+00,161,299.25,3.9,2018-08-02 13:30:40.686986+00,
640,110,2017-08-31 17:46:38.286986+00,1110,243.12,3.9,2018-08-02 13:30:40.686986+00,
641,647,2017-12-07 03:22:45.458186+00,647,351.28,3.9,2018-08-02 13:30:40.686986+00,
642,1054,2018-02-01 16:02:03.314186+00,1054,221.14,3.9,2018-08-02 13:30:40.686986+00,
643,1083,2017-12-21 04:02:28.370186+00,1083,78.6,3.9,2018-08-02 13:30:40.686986+00,
644,196,2017-12-09 00:43:43.010186+00,196,351.84,3.9,2018-08-02 13:30:40.686986+00,
645,290,2018-05-14 20:02:02.046986+00,290,475.4,3.9,2018-08-02 13:30:40.686986+00,
646,589,2017-09-08 14:34:30.626186+00,589,395.2,3.9,2018-08-02 13:30:40.686986+00,
647,627,2018-07-11 21:33:38.814986+00,627,485.28,3.9,2018-08-02 13:30:40.686986+00,
648,739,2018-06-06 01:31:10.322186+00,739,633.75,3.9,2018-08-02 13:30:40.686986+00,
649,582,2017-05-14 02:32:12.040586+00,582,575.23,3.9,2018-08-02 13:30:40.686986+00,
650,759,2016-12-05 15:52:57.093386+00,759,96,3.9,2018-08-02 13:30:40.686986+00,
651,948,2016-10-11 17:24:13.125386+00,948,477.25,3.9,2018-08-02 13:30:40.686986+00,
652,863,2018-06-01 13:30:24.357386+00,863,367.26,3.9,2018-08-02 13:30:40.686986+00,
653,199,2018-02-26 16:52:58.763786+00,199,185.24,3.9,2018-08-02 13:30:40.686986+00,
654,258,2017-11-10 18:31:44.507786+00,258,239.62,3.9,2018-08-02 13:30:40.686986+00,
655,1039,2017-10-29 19:01:46.120586+00,1039,309.9,3.9,2018-08-02 13:30:40.686986+00,
656,253,2017-02-15 17:45:01.950986+00,253,433.69,3.9,2018-08-02 13:30:40.686986+00,
657,919,2017-09-14 23:56:48.184586+00,919,387,3.9,2018-08-02 13:30:40.686986+00,
658,149,2017-06-19 22:46:33.592586+00,149,119,3.9,2018-08-02 13:30:40.686986+00,
659,550,2018-05-17 14:51:20.642186+00,550,237.01,3.9,2018-08-02 13:30:40.686986+00,
660,782,2018-04-18 02:00:36.165386+00,782,408.88,3.9,2018-08-02 13:30:40.686986+00,
661,645,2017-08-11 16:12:36.280586+00,645,369.92,3.9,2018-08-02 13:30:40.686986+00,
662,760,2017-11-04 05:17:01.298186+00,760,161.45,3.9,2018-08-02 13:30:40.686986+00,
663,758,2017-01-26 21:53:53.598986+00,758,158.52,3.9,2018-08-02 13:30:40.686986+00,
664,107,2018-03-30 23:30:40.456586+00,1107,234.6,3.9,2018-08-02 13:30:40.686986+00,
665,571,2018-06-19 06:27:46.130186+00,571,334.68,3.9,2018-08-02 13:30:40.686986+00,
666,678,2017-09-17 16:49:30.280586+00,678,301.7,3.9,2018-08-02 13:30:40.686986+00,
667,143,2018-05-10 23:58:30.654986+00,143,225.73,3.9,2018-08-02 13:30:40.686986+00,
668,1051,2018-04-10 14:11:20.968586+00,1051,223,3.9,2018-08-02 13:30:40.686986+00,
669,431,2016-11-13 16:14:38.450186+00,431,152,3.9,2018-08-02 13:30:40.686986+00,
670,271,2016-11-22 11:08:25.144586+00,271,55,3.9,2018-08-02 13:30:40.686986+00,
671,167,2018-04-23 00:10:37.365386+00,167,98.15,3.9,2018-08-02 13:30:40.686986+00,
672,311,2018-04-17 09:24:09.870986+00,311,135.2,3.9,2018-08-02 13:30:40.686986+00,
673,190,2016-10-11 21:27:27.813386+00,190,160.48,3.9,2018-08-02 13:30:40.686986+00,
674,142,2017-10-06 13:48:03.189386+00,142,347.2,3.9,2018-08-02 13:30:40.686986+00,
675,766,2017-09-18 09:20:54.002186+00,766,205.38,3.9,2018-08-02 13:30:40.686986+00,
676,561,2018-03-21 01:50:21.083786+00,561,370,3.9,2018-08-02 13:30:40.686986+00,
677,194,2017-04-01 09:33:57.390986+00,194,127.78,3.9,2018-08-02 13:30:40.686986+00,
678,1025,2018-07-06 18:27:45.698186+00,1025,140,3.9,2018-08-02 13:30:40.686986+00,
679,908,2017-09-11 06:29:30.328586+00,908,362.88,3.9,2018-08-02 13:30:40.686986+00,
680,327,2018-03-05 14:07:40.130186+00,327,74.42,3.9,2018-08-02 13:30:40.686986+00,
681,805,2016-09-04 13:13:04.446986+00,805,173.01,3.9,2018-08-02 13:30:40.686986+00,
682,450,2016-10-30 22:46:34.024586+00,450,97,3.9,2018-08-02 13:30:40.686986+00,
683,255,2018-03-28 17:45:37.461386+00,255,39,3.9,2018-08-02 13:30:40.686986+00,
684,112,2017-03-09 09:50:03.429386+00,1112,215,3.9,2018-08-02 13:30:40.686986+00,
685,555,2016-10-10 15:20:32.142986+00,555,462.8,3.9,2018-08-02 13:30:40.686986+00,
686,451,2018-02-01 12:07:06.203786+00,451,196.94,3.9,2018-08-02 13:30:40.686986+00,
687,978,2016-12-19 23:01:20.920586+00,978,145,3.9,2018-08-02 13:30:40.686986+00,
688,516,2017-12-07 02:40:49.922186+00,516,352.6,3.9,2018-08-02 13:30:40.686986+00,
689,792,2018-05-31 12:43:03.438986+00,792,510.76,3.9,2018-08-02 13:30:40.686986+00,
690,902,2018-07-18 09:07:51.736586+00,902,437.47,3.9,2018-08-02 13:30:40.686986+00,
691,654,2017-03-04 19:18:38.210186+00,654,501.67,3.9,2018-08-02 13:30:40.686986+00,
692,999,2017-07-24 01:15:56.382986+00,999,279.83,3.9,2018-08-02 13:30:40.686986+00,
693,507,2016-09-02 20:19:25.413386+00,507,151.86,3.9,2018-08-02 13:30:40.686986+00,
694,322,2017-02-21 21:28:16.110986+00,322,144.25,3.9,2018-08-02 13:30:40.686986+00,
695,1024,2017-09-22 06:57:12.232586+00,1024,89.08,3.9,2018-08-02 13:30:40.686986+00,
696,238,2016-08-05 05:13:18.645386+00,238,398.3,3.9,2018-08-02 13:30:40.686986+00,
697,882,2017-12-29 00:49:16.082186+00,882,561.26,3.9,2018-08-02 13:30:40.686986+00,
698,689,2017-05-25 22:09:41.838986+00,689,267,3.9,2018-08-02 13:30:40.686986+00,
699,498,2017-03-03 22:19:15.966986+00,498,249.73,3.9,2018-08-02 13:30:40.686986+00,
700,824,2017-03-30 06:13:37.250186+00,824,73.8,3.9,2018-08-02 13:30:40.686986+00,
701,786,2017-06-13 00:11:41.128586+00,786,324.67,3.9,2018-08-02 13:30:40.686986+00,
702,259,2017-04-23 23:24:30.664586+00,259,84,3.9,2018-08-02 13:30:40.686986+00,
703,529,2017-07-11 08:04:01.019786+00,529,187.82,3.9,2018-08-02 13:30:40.686986+00,
704,477,2017-11-24 17:25:49.979786+00,477,567.93,3.9,2018-08-02 13:30:40.686986+00,
705,842,2018-05-01 19:04:13.605386+00,842,341.4,3.9,2018-08-02 13:30:40.686986+00,
706,1010,2016-09-02 00:40:13.749386+00,1010,369.12,3.9,2018-08-02 13:30:40.686986+00,
707,313,2017-07-14 23:20:36.693386+00,313,104,3.9,2018-08-02 13:30:40.686986+00,
708,944,2017-08-06 18:51:18.510986+00,944,206.15,3.9,2018-08-02 13:30:40.686986+00,
709,424,2017-02-25 00:45:03.362186+00,424,237.6,3.9,2018-08-02 13:30:40.686986+00,
710,962,2018-02-24 15:44:58.005386+00,962,225,3.9,2018-08-02 13:30:40.686986+00,
711,1052,2016-09-28 13:36:21.707786+00,1052,477.42,3.9,2018-08-02 13:30:40.686986+00,
712,540,2017-08-29 04:30:33.774986+00,540,415.8,3.9,2018-08-02 13:30:40.686986+00,
713,344,2018-02-28 07:12:14.075786+00,344,429.18,3.9,2018-08-02 13:30:40.686986+00,
714,868,2018-05-28 12:44:33.467786+00,868,359.55,3.9,2018-08-02 13:30:40.686986+00,
715,697,2018-01-12 01:58:49.202186+00,697,381.41,3.9,2018-08-02 13:30:40.686986+00,
716,349,2018-04-14 10:01:00.587786+00,349,385.03,3.9,2018-08-02 13:30:40.686986+00,
717,533,2018-05-23 15:16:25.038986+00,533,94.76,3.9,2018-08-02 13:30:40.686986+00,
718,511,2017-04-20 22:54:21.102986+00,511,229,3.9,2018-08-02 13:30:40.686986+00,
719,1009,2018-03-27 10:28:31.864586+00,1009,61,3.9,2018-08-02 13:30:40.686986+00,
720,720,2016-12-08 19:27:44.258186+00,720,129,3.9,2018-08-02 13:30:40.686986+00,
721,863,2017-01-25 20:30:53.934986+00,863,509.58,3.9,2018-08-02 13:30:40.686986+00,
722,771,2017-11-16 20:44:39.054986+00,771,104.88,3.9,2018-08-02 13:30:40.686986+00,
723,477,2016-12-16 17:22:03.698186+00,477,302.27,3.9,2018-08-02 13:30:40.686986+00,
724,454,2017-07-03 14:09:58.888586+00,454,52,3.9,2018-08-02 13:30:40.686986+00,
725,650,2017-01-12 02:03:59.291786+00,650,409,3.9,2018-08-02 13:30:40.686986+00,
726,842,2017-10-14 16:45:27.064586+00,842,199.68,3.9,2018-08-02 13:30:40.686986+00,
727,439,2016-12-11 02:45:21.045386+00,439,79.68,3.9,2018-08-02 13:30:40.686986+00,
728,528,2017-08-04 08:03:20.757386+00,528,119.09,3.9,2018-08-02 13:30:40.686986+00,
729,231,2017-09-12 16:05:35.858186+00,231,38.76,3.9,2018-08-02 13:30:40.686986+00,
730,362,2017-08-26 09:27:48.894986+00,362,78.6,3.9,2018-08-02 13:30:40.686986+00,
731,1022,2017-11-10 06:25:34.629386+00,1022,53.12,3.9,2018-08-02 13:30:40.686986+00,
732,718,2017-05-31 06:22:00.357386+00,718,250.38,3.9,2018-08-02 13:30:40.686986+00,
733,401,2018-05-27 15:13:22.994186+00,401,54,3.9,2018-08-02 13:30:40.686986+00,
734,878,2016-08-15 12:09:43.624586+00,878,297.32,3.9,2018-08-02 13:30:40.686986+00,
735,605,2016-09-20 06:46:05.483786+00,605,107.92,3.9,2018-08-02 13:30:40.686986+00,
736,206,2018-07-10 22:03:22.024586+00,206,438.64,3.9,2018-08-02 13:30:40.686986+00,
737,386,2017-12-27 08:55:24.894986+00,386,246.28,3.9,2018-08-02 13:30:40.686986+00,
738,241,2017-11-27 11:10:12.194186+00,241,248.16,3.9,2018-08-02 13:30:40.686986+00,
739,957,2017-10-31 16:35:07.058186+00,957,313.29,3.9,2018-08-02 13:30:40.686986+00,
740,967,2017-03-29 05:43:07.557386+00,967,141,3.9,2018-08-02 13:30:40.686986+00,
741,117,2018-04-17 12:53:26.814986+00,1117,50.7,3.9,2018-08-02 13:30:40.686986+00,
742,654,2017-03-08 04:50:09.592586+00,654,338.2,3.9,2018-08-02 13:30:40.686986+00,
743,931,2016-11-23 19:09:31.211786+00,931,160.44,3.9,2018-08-02 13:30:40.686986+00,
744,629,2017-03-27 05:16:42.376586+00,629,241.42,3.9,2018-08-02 13:30:40.686986+00,
745,503,2017-09-28 17:30:47.454986+00,503,72.45,3.9,2018-08-02 13:30:40.686986+00,
746,103,2018-01-03 21:45:35.243786+00,1103,253.52,3.9,2018-08-02 13:30:40.686986+00,
747,958,2018-02-12 21:55:21.381386+00,958,246.05,3.9,2018-08-02 13:30:40.686986+00,
748,909,2016-11-27 05:23:47.723786+00,909,88.8,3.9,2018-08-02 13:30:40.686986+00,
749,332,2017-11-12 21:39:11.541386+00,332,402,3.9,2018-08-02 13:30:40.686986+00,
750,554,2017-08-03 23:51:14.680586+00,554,267.7,3.9,2018-08-02 13:30:40.686986+00,
751,425,2016-08-10 04:56:21.630986+00,425,239.5,3.9,2018-08-02 13:30:40.686986+00,
752,137,2017-07-23 05:18:01.691786+00,137,305,3.9,2018-08-02 13:30:40.686986+00,
753,1044,2018-03-21 09:45:40.773386+00,1044,519.84,3.9,2018-08-02 13:30:40.686986+00,
754,942,2016-08-04 13:15:04.110986+00,942,256.81,3.9,2018-08-02 13:30:40.686986+00,
755,711,2018-05-02 09:31:53.579786+00,711,108,3.9,2018-08-02 13:30:40.686986+00,
756,976,2018-05-16 03:35:06.424586+00,976,429.1,3.9,2018-08-02 13:30:40.686986+00,
757,851,2018-03-09 16:42:48.866186+00,851,209.08,3.9,2018-08-02 13:30:40.686986+00,
758,543,2017-01-10 02:28:44.421386+00,543,53,3.9,2018-08-02 13:30:40.686986+00,
759,485,2017-12-29 22:51:28.043786+00,485,380.52,3.9,2018-08-02 13:30:40.686986+00,
760,102,2017-06-26 21:45:06.040586+00,1102,177,3.9,2018-08-02 13:30:40.686986+00,
761,381,2018-07-31 08:47:55.614986+00,381,320.46,3.9,2018-08-02 13:30:40.686986+00,
762,109,2017-03-24 20:17:17.282186+00,1109,444.19,3.9,2018-08-02 13:30:40.686986+00,
763,874,2016-12-14 05:57:02.354186+00,874,87,3.9,2018-08-02 13:30:40.686986+00,
764,842,2016-10-13 09:37:56.632586+00,842,359.95,3.9,2018-08-02 13:30:40.686986+00,
765,309,2018-05-01 15:17:11.349386+00,309,248.85,3.9,2018-08-02 13:30:40.686986+00,
766,935,2018-07-18 11:05:57.573386+00,935,117.78,3.9,2018-08-02 13:30:40.686986+00,
767,1083,2018-05-31 18:49:31.979786+00,1083,421.82,3.9,2018-08-02 13:30:40.686986+00,
768,922,2017-09-07 19:22:53.522186+00,922,85.32,3.9,2018-08-02 13:30:40.686986+00,
769,592,2018-01-30 21:36:26.171786+00,592,444.96,3.9,2018-08-02 13:30:40.686986+00,
770,462,2018-02-22 16:05:50.200586+00,462,176,3.9,2018-08-02 13:30:40.686986+00,
771,531,2016-10-04 05:46:49.346186+00,531,286.4,3.9,2018-08-02 13:30:40.686986+00,
772,420,2017-08-15 23:49:41.714186+00,420,363.18,3.9,2018-08-02 13:30:40.686986+00,
773,968,2017-06-28 00:41:51.726986+00,968,128,3.9,2018-08-02 13:30:40.686986+00,
774,1078,2018-02-19 03:15:02.958986+00,1078,128,3.9,2018-08-02 13:30:40.686986+00,
775,279,2017-02-04 15:33:48.491786+00,279,195.22,3.9,2018-08-02 13:30:40.686986+00,
776,1023,2018-07-11 22:41:49.163786+00,1023,263.12,3.9,2018-08-02 13:30:40.686986+00,
777,361,2018-04-09 06:53:45.736586+00,361,70.8,3.9,2018-08-02 13:30:40.686986+00,
778,889,2017-06-28 06:13:44.334986+00,889,192.41,3.9,2018-08-02 13:30:40.686986+00,
779,384,2018-06-22 12:28:14.382986+00,384,192,3.9,2018-08-02 13:30:40.686986+00,
780,653,2018-03-31 12:40:57.554186+00,653,296.55,3.9,2018-08-02 13:30:40.686986+00,
781,1033,2017-01-18 18:14:53.282186+00,1033,511.01,3.9,2018-08-02 13:30:40.686986+00,
782,171,2016-09-28 11:15:36.885386+00,171,278.64,3.9,2018-08-02 13:30:40.686986+00,
783,516,2017-12-06 17:02:36.434186+00,516,261.54,3.9,2018-08-02 13:30:40.686986+00,
784,744,2018-03-18 05:44:22.725386+00,744,267.6,3.9,2018-08-02 13:30:40.686986+00,
785,245,2017-11-18 18:38:43.806986+00,245,315,3.9,2018-08-02 13:30:40.686986+00,
786,128,2017-08-10 14:14:40.638986+00,1128,114,3.9,2018-08-02 13:30:40.686986+00,
787,463,2017-06-04 12:56:54.002186+00,463,475.02,3.9,2018-08-02 13:30:40.686986+00,
788,479,2017-11-11 23:58:00.587786+00,479,371.98,3.9,2018-08-02 13:30:40.686986+00,
789,212,2017-03-05 02:50:56.795786+00,212,41.04,3.9,2018-08-02 13:30:40.686986+00,
790,422,2017-09-27 03:45:33.429386+00,422,485.26,3.9,2018-08-02 13:30:40.686986+00,
791,658,2017-07-03 20:17:20.478986+00,658,421.75,3.9,2018-08-02 13:30:40.686986+00,
792,371,2018-04-09 04:38:50.834186+00,371,192.8,3.9,2018-08-02 13:30:40.686986+00,
793,191,2017-12-24 03:37:22.590986+00,191,430.71,3.9,2018-08-02 13:30:40.686986+00,
794,717,2017-09-15 08:28:59.973386+00,717,437.93,3.9,2018-08-02 13:30:40.686986+00,
795,752,2017-08-24 03:20:11.234186+00,752,127,3.9,2018-08-02 13:30:40.686986+00,
796,436,2017-11-24 08:04:32.728586+00,436,78.6,3.9,2018-08-02 13:30:40.686986+00,
797,166,2018-05-30 10:26:38.680586+00,166,81,3.9,2018-08-02 13:30:40.686986+00,
798,1003,2017-06-02 11:36:12.146186+00,1003,356.5,3.9,2018-08-02 13:30:40.686986+00,
799,165,2018-07-15 07:32:49.422986+00,165,342.15,3.9,2018-08-02 13:30:40.686986+00,
800,318,2018-04-29 04:01:01.710986+00,318,146.54,3.9,2018-08-02 13:30:40.686986+00,
801,266,2017-07-26 19:15:09.122186+00,266,300.68,3.9,2018-08-02 13:30:40.686986+00,
802,873,2018-03-08 09:46:29.070986+00,873,269.68,3.9,2018-08-02 13:30:40.686986+00,
803,249,2017-07-08 07:07:36.904586+00,249,304.35,3.9,2018-08-02 13:30:40.686986+00,
804,304,2017-07-04 23:06:45.525386+00,304,210.07,3.9,2018-08-02 13:30:40.686986+00,
805,583,2017-12-27 23:50:59.042186+00,583,79.68,3.9,2018-08-02 13:30:40.686986+00,
806,171,2016-10-01 13:45:56.699786+00,171,111.6,3.9,2018-08-02 13:30:40.686986+00,
807,207,2017-06-18 10:39:18.395786+00,207,158.34,3.9,2018-08-02 13:30:40.686986+00,
808,673,2018-02-11 23:17:47.522186+00,673,64.24,3.9,2018-08-02 13:30:40.686986+00,
809,122,2016-12-15 14:02:57.861386+00,1122,437.32,3.9,2018-08-02 13:30:40.686986+00,
810,975,2018-05-05 21:57:59.752586+00,975,294.2,3.9,2018-08-02 13:30:40.686986+00,
811,512,2018-02-03 03:32:50.949386+00,512,362.16,3.9,2018-08-02 13:30:40.686986+00,
812,372,2017-12-25 10:20:42.453386+00,372,448.53,3.9,2018-08-02 13:30:40.686986+00,
813,335,2018-08-02 04:18:37.864586+00,335,208.36,3.9,2018-08-02 13:30:40.686986+00,
814,1007,2017-05-31 09:31:32.843786+00,1007,253.46,3.9,2018-08-02 13:30:40.686986+00,
815,846,2017-04-29 21:27:33.602186+00,846,61.41,3.9,2018-08-02 13:30:40.686986+00,
816,696,2017-08-11 20:49:19.422986+00,696,341.4,3.9,2018-08-02 13:30:40.686986+00,
817,986,2018-07-11 05:54:05.234186+00,986,229,3.9,2018-08-02 13:30:40.686986+00,
818,1084,2016-10-19 19:07:14.699786+00,1084,403.69,3.9,2018-08-02 13:30:40.686986+00,
819,714,2016-09-17 23:31:27.026186+00,714,365.11,3.9,2018-08-02 13:30:40.686986+00,
820,711,2016-08-24 15:25:27.717386+00,711,305.58,3.9,2018-08-02 13:30:40.686986+00,
821,924,2016-09-02 22:23:25.317386+00,924,168.4,3.9,2018-08-02 13:30:40.686986+00,
822,686,2017-11-13 08:05:22.840586+00,686,359.71,3.9,2018-08-02 13:30:40.686986+00,
823,576,2017-02-19 14:58:19.077386+00,576,138.32,3.9,2018-08-02 13:30:40.686986+00,
824,809,2017-08-15 17:55:40.446986+00,809,139,3.9,2018-08-02 13:30:40.686986+00,
825,1024,2017-03-13 09:50:34.187786+00,1024,151.6,3.9,2018-08-02 13:30:40.686986+00,
826,610,2017-08-06 01:48:13.989386+00,610,267.15,3.9,2018-08-02 13:30:40.686986+00,
827,1096,2017-04-27 03:23:51.035786+00,1096,490.3,3.9,2018-08-02 13:30:40.686986+00,
828,633,2018-01-07 08:47:04.898186+00,633,122,3.9,2018-08-02 13:30:40.686986+00,
829,609,2018-01-22 00:21:56.987786+00,609,188,3.9,2018-08-02 13:30:40.686986+00,
830,655,2017-01-05 19:07:37.768586+00,655,397.63,3.9,2018-08-02 13:30:40.686986+00,
831,688,2017-09-26 16:52:16.514186+00,688,171.35,3.9,2018-08-02 13:30:40.686986+00,
832,677,2016-11-21 12:38:22.811786+00,677,404.06,3.9,2018-08-02 13:30:40.686986+00,
